nfz8w8na,421f8341eae777852e0b4584e7221b39a0544518,CZI,"The Politics of Disease Epidemics: a Comparative Analysis of the SARS, Zika, and Ebola Outbreaks",10.1007/s40609-018-0123-y,,,cc-by,"Over the past few decades, disease outbreaks have become increasingly frequent and widespread. The epicenters of these outbreaks have differed, and could be linked to different economic contexts. Arguably, the responses to these outbreaks have been “political” and inherently burdensome to marginalized populations. Key lessons can be learned from exploring the narratives about the different epidemics in varying income settings. Based on a review of the published medical, social, and political literature, which was accessed using four electronic databases—PubMed, Sociological Abstracts, Scholars Portal, and Web of Science, the overall objective of this paper discuss scholars’ narratives on the “politics” of Ebola in a low-income setting, Zika virus in a middle-income setting, and SARS in a high-income setting. Various themes of the politics of epidemics were prominent in the literature. The narratives demonstrated the influence of power in whose narratives and what narratives are presented in the literature. While marginalized populations were reported to have borne the brunt of all disease outbreaks in the different contexts, the prevalence of their narratives within the reviewed literature was limited. Regardless of income setting, there is a need to give voice to the most marginalized communities during an epidemic. The experiences and narratives of those most vulnerable to an epidemic—specifically poor communities—need to be represented in the literature. This could contribute to mitigating some of the negative impact of the politics in epidemics.",2020,"Kapiriri, Lydia; Ross, Alison",Global Social Welfare,2890713974,#1136,True,comm_use_subset,https://doi.org/10.1007/s40609-018-0123-y
izxhiusf,6ab7d80bb6dc14cac7fe9c7d5a6060af434bef0a,PMC,"In young children, persistent wheezing is associated with bronchial bacterial infection: a retrospective analysis",10.1186/1471-2431-12-83,PMC3420249,22726254,cc-by,"BACKGROUND: Young children with persistent wheezing pose a diagnostic and therapeutical challenge to the pediatrician. We aimed to evaluate bacterial bronchial infection as a possible reason for non response to conventional asthma therapy, and to identify and characterise the predominant pathogens involved. METHODS: We retrospectively analysed microbiological and cytological findings in a selected population of young wheezers with symptoms unresponsive to inhaled corticosteroid (ICS) therapy, who underwent flexible bronchoscopy with bronchoalveolar lavage (BAL). Procedural measures were taken to limit contamination risk and quantitative bacterial culture of BAL fluid (significance cut-off ≥ 10(4) colony-forming units/ml) was used. Modern microbiological methods were used for detection of a wide panel of pathogens and for characterisation of the bacterial isolates. RESULTS: 33 children aged between 4 and 38 months, without structural anomalies of the conductive airways were evaluated. Significant bacterial BAL cultures were found in 48,5 % of patients. Haemophilus influenzae was isolated in 30,3 %, Streptococcus pneumoniae in 12,1 % and Moraxella catarrhalis in 12,1 %. All H. influenzae isolates were non-encapsulated strains and definitely distinguished from non-haemolytic H. haemolyticus. Respiratory viruses were detected in 21,9 % of cases with mixed bacterial-viral infection in 12,1 %. Cytology revealed a marked neutrophilic inflammation. CONCLUSIONS: Bacterial infection of the bronchial tree is common in persistent preschool wheezers and provides a possible explanation for non response to ICS therapy. Non-typeable H. influenzae seems to be the predominant pathogen involved, followed by S. pneumoniae and M. catarrhalis.",2012-06-22,"De Schutter, Iris; Dreesman, Alexandra; Soetens, Oriane; De Waele, Marc; Crokaert, Françoise; Verhaegen, Jan; Piérard, Denis; Malfroot, Anne",BMC Pediatr,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3420249/
jq0i4emg,d94c4d8b7d45f77cb6080edf6beae9d4bfb99fb2; 7a97d30ce4a24ab47740cf3bbddf7cacd554e84d,PMC,Temporal Percolation of the Susceptible Network in an Epidemic Spreading,10.1371/journal.pone.0044188,PMC3441612,23028498,cc-by,"In this work, we study the evolution of the susceptible individuals during the spread of an epidemic modeled by the susceptible-infected-recovered (SIR) process spreading on the top of complex networks. Using an edge-based compartmental approach and percolation tools, we find that a time-dependent quantity [Image: see text], namely, the probability that a given neighbor of a node is susceptible at time [Image: see text], is the control parameter of a node void percolation process involving those nodes on the network not-reached by the disease. We show that there exists a critical time [Image: see text] above which the giant susceptible component is destroyed. As a consequence, in order to preserve a macroscopic connected fraction of the network composed by healthy individuals which guarantee its functionality, any mitigation strategy should be implemented before this critical time [Image: see text]. Our theoretical results are confirmed by extensive simulations of the SIR process.",2012-09-13,"Valdez, Lucas Daniel; Macri, Pablo Alejandro; Braunstein, Lidia Adriana",PLoS One,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3441612/
jx518gz3,47939863a50677044e74f69efc9b22a80d37562f,PMC,Blow Flies Were One of the Possible Candidates for Transmission of Highly Pathogenic H5N1 Avian Influenza Virus during the 2004 Outbreaks in Japan,10.1155/2011/652652,PMC3447300,23074659,cc-by,"The 2003-2004 H5N1 highly pathogenic avian influenza (HPAI) outbreaks in Japan were the first such outbreaks in 79 years in Japan. Epidemic outbreaks have been occurring in Southeast Asia, with the most recent in 2010. Knowledge of the transmission route responsible for the HPAI outbreaks in these countries remains elusive. Our studies strongly suggested that field and laboratory studies focusing on mechanical transmission by blow flies should be considered to control H5N1 avian influenza outbreaks, in particular in epidemic areas, where there are high densities of different fly species throughout the year. In this paper, we review these field and laboratory entomological studies and discuss the possibility of blow flies transmitting H5N1 viruses.",2010-12-28,"Sawabe, Kyoko; Hoshino, Keita; Isawa, Haruhiko; Sasaki, Toshinori; Kim, Kyeong Soon; Hayashi, Toshihiko; Tsuda, Yoshio; Kurahashi, Hiromu; Kobayashi, Mutsuo",Influenza Res Treat,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3447300/
vret3sh1,15029a39f0a27d1bbccb6fed1793ea25700d9e57; ce05a808109c6307485aeda93945cd3b0e536623,PMC,"SEED Servers: High-Performance Access to the SEED Genomes, Annotations, and Metabolic Models",10.1371/journal.pone.0048053,PMC3480482,23110173,cc0,"The remarkable advance in sequencing technology and the rising interest in medical and environmental microbiology, biotechnology, and synthetic biology resulted in a deluge of published microbial genomes. Yet, genome annotation, comparison, and modeling remain a major bottleneck to the translation of sequence information into biological knowledge, hence computational analysis tools are continuously being developed for rapid genome annotation and interpretation. Among the earliest, most comprehensive resources for prokaryotic genome analysis, the SEED project, initiated in 2003 as an integration of genomic data and analysis tools, now contains >5,000 complete genomes, a constantly updated set of curated annotations embodied in a large and growing collection of encoded subsystems, a derived set of protein families, and hundreds of genome-scale metabolic models. Until recently, however, maintaining current copies of the SEED code and data at remote locations has been a pressing issue. To allow high-performance remote access to the SEED database, we developed the SEED Servers (http://www.theseed.org/servers): four network-based servers intended to expose the data in the underlying relational database, support basic annotation services, offer programmatic access to the capabilities of the RAST annotation server, and provide access to a growing collection of metabolic models that support flux balance analysis. The SEED servers offer open access to regularly updated data, the ability to annotate prokaryotic genomes, the ability to create metabolic reconstructions and detailed models of metabolism, and access to hundreds of existing metabolic models. This work offers and supports a framework upon which other groups can build independent research efforts. Large integrations of genomic data represent one of the major intellectual resources driving research in biology, and programmatic access to the SEED data will provide significant utility to a broad collection of potential users.",2012-10-24,"Aziz, Ramy K.; Devoid, Scott; Disz, Terrence; Edwards, Robert A.; Henry, Christopher S.; Olsen, Gary J.; Olson, Robert; Overbeek, Ross; Parrello, Bruce; Pusch, Gordon D.; Stevens, Rick L.; Vonstein, Veronika; Xia, Fangfang",PLoS One,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3480482/
harzowk2,e9c8c9036e9dd48230c81ff006be5fceba73660f,PMC,"Megapneumonia Coinfection: pneumococcus, Mycoplasma pneumoniae, and Metapneumovirus",10.1155/2012/310104,PMC3488377,23193411,cc-by,"We report a young girl who died of Streptococcus pneumoniae 19A pneumonia, septic shock, and hemolytic uremic syndrome despite prior pneumococcal vaccination, appropriate antibiotics, and aggressive intensive care support. Serotype 19A is not covered by the 7- or 10-valent pneumococcal vaccines. Mycoplasma pneumoniae and metapneumovirus were simultaneously detected by PCR in the nasopharyngeal and tracheal aspirates. The pneumococcus is penicillin sensitive. Although infections with each of these pathogens alone are typically mild, this case highlights that co-infection with the triple respiratory pathogens possibly contributed to the fatal outcome of this child. Also, the new policy in Hong Kong to use PCV13 may help prevent further cases of serotype 19A infections.",2012-10-17,"Hon, Kam Lun; Ip, Margaret; Chu, Winnie Chiu Wing; Wong, William",Case Rep Med,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3488377/
zgywyubf,05ce1f7ae3a2051067e57e5e52f9cdad0e26a187,PMC,The ORF2 glycoprotein of hepatitis E virus inhibits cellular NF-κB activity by blocking ubiquitination mediated proteasomal degradation of IκBα in human hepatoma cells,10.1186/1471-2091-13-7,PMC3506457,22590978,cc-by,"BACKGROUND: Nuclear factor kappa B (NF-κB) is a key transcription factor that plays a crucial role in host survival during infection by pathogens. Therefore, it has been a priority of many pathogens to manipulate the cellular NF-κB activity in order to create a favorable environment for their survival inside the host. RESULTS: We observed that heterologous expression of the open reading frame 2 (ORF2) protein in human hepatoma cells led to stabilization of the cellular I kappa B alpha (IκBα) pool, with a concomitant reduction in the nuclear localization of the p65 subunit of NF-κB and inhibition of NF-κB activity. Although basal or TPA induced phosphorylation of IκBα was not altered, its ubiquitination was markedly reduced in ORF2 expressing cells. Further analysis revealed that ORF2 protein could directly associate with the F-box protein, beta transducin repeat containing protein (βTRCP) and ORF2 over expression resulted in reduced association of IκBα with the SKP1 and CUL1 components of the SCF(βTRCP) complex. Chromatin immunoprecipitation (ChIP) assay of the proximal promoter regions of MHC-I heavy chain and IL-8 genes using p65 antibody and LPS stimulated ORF2 expressing cell extract revealed decreased association of p65 with the above regions, indicating that ORF2 inhibited p65 binding at endogenous promoters. CONCLUSIONS: In this report we suggest a mechanism by which ORF2 protein of HEV may inhibit host cell NF-κB activity during the course of a viral infection.",2012-05-16,"Varshney, Bhavna; Lal, Sunil K",BMC Biochem,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3506457/
krh63hqp,e53306862eb2cab646ba36a1e685fdb5a392da42,PMC,A new look at an old virus: patterns of mutation accumulation in the human H1N1 influenza virus since 1918,10.1186/1742-4682-9-42,PMC3507676,23062055,cc-by,"BACKGROUND: The H1N1 influenza A virus has been circulating in the human population for over 95 years, first manifesting itself in the pandemic of 1917–1918. Initial mortality was extremely high, but dropped exponentially over time. Influenza viruses have high mutation rates, and H1N1 has undergone significant genetic changes since 1918. The exact nature of H1N1 mutation accumulation over time has not been fully explored. METHODS: We have made a comprehensive historical analysis of mutational changes within H1N1 by examining over 4100 fully-sequenced H1N1 genomes. This has allowed us to examine the genetic changes arising within H1N1 from 1918 to the present. RESULTS: We document multiple extinction events, including the previously known extinction of the human H1N1 lineage in the 1950s, and an apparent second extinction of the human H1N1 lineage in 2009. These extinctions appear to be due to a continuous accumulation of mutations. At the time of its disappearance in 2009, the human H1N1 lineage had accumulated over 1400 point mutations (more than 10% of the genome), including approximately 330 non-synonymous changes (7.4% of all codons). The accumulation of both point mutations and non-synonymous amino acid changes occurred at constant rates (μ = 14.4 and 2.4 new mutations/year, respectively), and mutations accumulated uniformly across the entire influenza genome. We observed a continuous erosion over time of codon-specificity in H1N1, including a shift away from host (human, swine, and bird [duck]) codon preference patterns. CONCLUSIONS: While there have been numerous adaptations within the H1N1 genome, most of the genetic changes we document here appear to be non-adaptive, and much of the change appears to be degenerative. We suggest H1N1 has been undergoing natural genetic attenuation, and that significant attenuation may even occur during a single pandemic. This process may play a role in natural pandemic cessation and has apparently contributed to the exponential decline in mortality rates over time, as seen in all major human influenza strains. These findings may be relevant to the development of strategies for managing influenza pandemics and strain evolution.",2012-10-12,"Carter, Robert W; Sanford, John C",Theor Biol Med Model,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3507676/
m6abyuvx,c24570f542d59b0d17450b1bd83c708f9401ca9c,PMC,Immunization with a Recombinant Vaccinia Virus That Encodes Nonstructural Proteins of the Hepatitis C Virus Suppresses Viral Protein Levels in Mouse Liver,10.1371/journal.pone.0051656,PMC3524174,23284733,cc-by,"Chronic hepatitis C, which is caused by infection with the hepatitis C virus (HCV), is a global health problem. Using a mouse model of hepatitis C, we examined the therapeutic effects of a recombinant vaccinia virus (rVV) that encodes an HCV protein. We generated immunocompetent mice that each expressed multiple HCV proteins via a Cre/loxP switching system and established several distinct attenuated rVV strains. The HCV core protein was expressed consistently in the liver after polyinosinic acid–polycytidylic acid injection, and these mice showed chronic hepatitis C-related pathological findings (hepatocyte abnormalities, accumulation of glycogen, steatosis), liver fibrosis, and hepatocellular carcinoma. Immunization with one rVV strain (rVV-N25), which encoded nonstructural HCV proteins, suppressed serum inflammatory cytokine levels and alleviated the symptoms of pathological chronic hepatitis C within 7 days after injection. Furthermore, HCV protein levels in liver tissue also decreased in a CD4 and CD8 T-cell-dependent manner. Consistent with these results, we showed that rVV-N25 immunization induced a robust CD8 T-cell immune response that was specific to the HCV nonstructural protein 2. We also demonstrated that the onset of chronic hepatitis in CN2-29((+/−))/MxCre((+/−)) mice was mainly attributable to inflammatory cytokines, (tumor necrosis factor) TNF-α and (interleukin) IL-6. Thus, our generated mice model should be useful for further investigation of the immunological processes associated with persistent expression of HCV proteins because these mice had not developed immune tolerance to the HCV antigen. In addition, we propose that rVV-N25 could be developed as an effective therapeutic vaccine.",2012-12-17,"Sekiguchi, Satoshi; Kimura, Kiminori; Chiyo, Tomoko; Ohtsuki, Takahiro; Tobita, Yoshimi; Tokunaga, Yuko; Yasui, Fumihiko; Tsukiyama-Kohara, Kyoko; Wakita, Takaji; Tanaka, Toshiyuki; Miyasaka, Masayuki; Mizuno, Kyosuke; Hayashi, Yukiko; Hishima, Tsunekazu; Matsushima, Kouji; Kohara, Michinori",PLoS One,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3524174/
yr678u8c,324224a860eb73492e4207926e5ea62cd1a910d9,PMC,Involvement of Autophagy in Coronavirus Replication,10.3390/v4123440,PMC3528273,23202545,cc-by,"Coronaviruses are single stranded, positive sense RNA viruses, which induce the rearrangement of cellular membranes upon infection of a host cell. This provides the virus with a platform for the assembly of viral replication complexes, improving efficiency of RNA synthesis. The membranes observed in coronavirus infected cells include double membrane vesicles. By nature of their double membrane, these vesicles resemble cellular autophagosomes, generated during the cellular autophagy pathway. In addition, coronavirus infection has been demonstrated to induce autophagy. Here we review current knowledge of coronavirus induced membrane rearrangements and the involvement of autophagy or autophagy protein microtubule associated protein 1B light chain 3 (LC3) in coronavirus replication.",2012-11-30,"Maier, Helena J.; Britton, Paul",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3528273/
yadkpazq,bc5761e9d769b9fb1e723e1932ee3c5d4e21bd0a,PMC,Stimulation with a class A CpG oligonucleotide enhances resistance to infection with feline viruses from five different families,10.1186/1297-9716-43-60,PMC3537549,22906110,cc-by,"Domestic cats are commonly affected by viral pathogens that induce lengthy infections with fatal outcomes. Prevention of viral propagation is of primordial importance in shelters and catteries, where cats from different backgrounds have narrow contacts. Oligonucleotides (ODN) containing cytosine-phosphate-guanosine motifs of class A (CpG-A) are highly potent synthetic inducers of innate antiviral mechanisms. The aim of this study was to test their ability to modulate innate immune responses and prevent viral replication as stand-alone agents in the domestic cat. CpG-A stimulation of feline peripheral blood mononuclear cells (PBMCs) enhanced their proliferation, increased the presence of co-stimulatory molecules on their surface and influenced their gene expression profiles in an antiviral orientation. Incubation of the supernatants of CpG-A stimulated PBMCs with feline cell lines of epithelial and fibroblastic origin induced expression of the antiviral myxovirus resistance (Mx) gene in these target cells, which also showed enhanced resistance to feline viruses from five distinct families, namely Coronaviridae, Herpesviridae, Caliciviridae, Parvoviridae, and Retroviridae. Most importantly, subcutaneous administration of CpG-A in domestic cats systemically increased the expression of Mx, reaching maximal levels within 24 h. Plasma from treated cats could furthermore inhibit viral replication in vitro. Altogether, our data highlight the promising potential of CpG-A to induce a preventive antiviral state in the cat and to protect feline populations against a broad range of virus infections.",2012-08-20,"Robert-Tissot, Céline; Rüegger, Vera L; Cattori, Valentino; Meli, Marina L; Riond, Barbara; Moore, Peter F; Engels, Monika; Franchini, Marco; Hofmann-Lehmann, Regina; Lutz, Hans",Vet Res,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3537549/
2586thss,da284bc0d5d74602b201a169fb7a0392eef5b6f8,PMC,A novel double antibody sandwich-lateral flow immunoassay for the rapid and simple detection of hepatitis C virus,10.3892/ijmm.2012.1121,PMC3573733,22960954,cc-by,"The objective of this study was to screen for antigens of the hepatitis C virus (HCV) to establish a new double antibody sandwich-lateral flow immunoassay (DAS-LFIA) method for testing the presence of anti-HCV antibodies in human serum or plasma. A series of different recombinant HCV proteins in Escherichia coli cells were constructed, expressed, purified and the new DAS-LFIA strip was developed. The sensitivity and specificity of new the DAS-LFIA strip were evaluated by detecting 23 HCV-positive sera, a set of quality control references for anti-HCV detection that contain known amounts of anti-HCV antibodies, and 8 HCV-negative sera. A total of 300 clinical serum samples was examined by both the new DAS-LFIA strip and enzyme-linked immunosorbent assay (ELISA). Data were analyzed using SPSS 11.5 software. The sensitivity and specificity of the new DAS-LFIA strip were 100%. The lowest test line of the HCV DAS-LFIA strips was 2 NCU/ml. Additionally, the concordance between the new DAS-LFIA strip and ELISA methods was 94.33%. In conclusion, our new testing method is rapid, simple, sensitive and specifically detects the presence of anti-HCV antibodies in human serum or plasma. Therefore, it may be used for monitoring HCV.",2012-09-06,"XIANG, TINGXIU; JIANG, ZHENG; ZHENG, JIAN; LO, CHAOYU; TSOU, HARRY; REN, GUOSHENG; ZHANG, JUN; HUANG, AILONG; LAI, GUOQI",Int J Mol Med,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3573733/
pj330wn4,ecd247bf710a751792bb6ca40d0b8bcacf2d56ee,PMC,"ciliaFA: a research tool for automated, high-throughput measurement of ciliary beat frequency using freely available software",10.1186/2046-2530-1-14,PMC3607980,23351276,cc-by,"BACKGROUND: Analysis of ciliary function for assessment of patients suspected of primary ciliary dyskinesia (PCD) and for research studies of respiratory and ependymal cilia requires assessment of both ciliary beat pattern and beat frequency. While direct measurement of beat frequency from high-speed video recordings is the most accurate and reproducible technique it is extremely time consuming. The aim of this study was to develop a freely available automated method of ciliary beat frequency analysis from digital video (AVI) files that runs on open-source software (ImageJ) coupled to Microsoft Excel, and to validate this by comparison to the direct measuring high-speed video recordings of respiratory and ependymal cilia. These models allowed comparison to cilia beating between 3 and 52 Hz. METHODS: Digital video files of motile ciliated ependymal (frequency range 34 to 52 Hz) and respiratory epithelial cells (frequency 3 to 18 Hz) were captured using a high-speed digital video recorder. To cover the range above between 18 and 37 Hz the frequency of ependymal cilia were slowed by the addition of the pneumococcal toxin pneumolysin. Measurements made directly by timing a given number of individual ciliary beat cycles were compared with those obtained using the automated ciliaFA system. RESULTS: The overall mean difference (± SD) between the ciliaFA and direct measurement high-speed digital imaging methods was −0.05 ± 1.25 Hz, the correlation coefficient was shown to be 0.991 and the Bland-Altman limits of agreement were from −1.99 to 1.49 Hz for respiratory and from −2.55 to 3.25 Hz for ependymal cilia. CONCLUSIONS: A plugin for ImageJ was developed that extracts pixel intensities and performs fast Fourier transformation (FFT) using Microsoft Excel. The ciliaFA software allowed automated, high throughput measurement of respiratory and ependymal ciliary beat frequency (range 3 to 52 Hz) and avoids operator error due to selection bias. We have included free access to the ciliaFA plugin and installation instructions in Additional file 1 accompanying this manuscript that other researchers may use.",2012-08-01,"Smith, Claire M; Djakow, Jana; Free, Robert C; Djakow, Petr; Lonnen, Rana; Williams, Gwyneth; Pohunek, Petr; Hirst, Robert A; Easton, Andrew J; Andrew, Peter W; O’Callaghan, Christopher",Cilia,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3607980/
