P00030183T0000|37 43|HLA-B5
P08622893A0000|10 55|subfamily of receptor tyrosine kinases (RTKs)
P08624445A0257|99 124|transposase binding sites
P08624445A0257|137 139|Ac
P08624445A0257|140 144|ends
P08624445A0257|145 147|in
P08624445A0257|152 168|wx-m9::Ac allele
P08624445A0257|218 227|Waxy gene
P08625806A0263|0 7|Krox-20
P08625806A0263|9 10|a
P08625806A0263|11 27|zinc finger gene
P08625806A0263|33 34|a
P08625806A0263|74 76|in
P08625806A0263|138 140|in
P08626437A0332|0 10|Lyn kinase
P08626437A0332|57 60|BCP
P08626437A0332|72 73|a
P08626437A0332|74 136|full-length glutathione S-transferase (GST)-Lyn fusion protein
P08626529A0799|83 84|a
P08626529A0799|142 147|alpha
P08626529A0799|198 202|p230
P08626529A0799|264 265|a
P08626529A0799|278 280|in
P08626529A0799|285 317|granin family of acidic proteins
P08626529A0799|326 328|in
P08626596A0000|31 76|mammalian AMP-activated protein kinase (AMPK)
P08627667A0132|19 39|AP-1 bZip activators
P08627667A0132|49 54|c-Fos
P08627719A0784|119 173|64-kDa component of cleavage stimulation factor (CstF)
P08628251A1455|21 23|in
P08628284A0181|54 63|lacZ gene
P08628284A0181|89 102|CYC1 promoter
P08628284A0181|135 140|TRE-1
P08628302A0683|3 10|hnRNP K
P08628302A0683|14 15|a
P08628302A0683|65 96|RNA polymerase II transcription
P08628681A0364|18 27|regulated
P08628681A0364|32 34|kb
P08628681A0821|94 105|pol domains
P08628681A0821|113 136|E.coli DNA polymerase I
P08630583A1056|10 12|Hb
P08630583A1056|13 16|can
P08630583A1056|69 70|Q
P08631760A0609|36 46|SH2 domain
P08631760A0609|50 53|Crk
P08631760A0609|58 61|can
P08631760A0609|80 81|a
P08631760A0609|112 133|Crk-SH2 binding motif
P08631797A0982|16 22|ErbB-2
P08631797A0982|29 30|a
P08631797A0982|144 145|a
P08631797A0982|173 176|NDF
P08631797A0982|180 183|EGF
P08631817T0000|30 74|cyclin-dependent kinase phosphorylation site
P08631817T0000|105 156|human deoxyuridine triphosphate nucleotidohydrolase
P08631820A0755|30 39|FPS1 gene
P08631820A0755|86 87|a
P08631820A0755|118 120|in
P08631820A0755|121 124|FPS
P08631908A0224|0 7|VDR/RXR
P08631908A0224|39 42|DR4
P08631908A0224|47 50|DR5
P08631934A0000|19 54|Myb family of transcription factors
P08631934A0000|79 81|in
P08631934A0000|119 176|Myb-binding site (MBS) sequence (YG(A/G)C(A/C/G)GTT(G/A))
P08631944A0663|45 46|C
P08631944A0663|86 106|M2 exon (IgE grande)
P08631944A0663|120 122|in
P08631944A0663|187 188|a
P08631944A0663|209 219|regulation
P08632015A0879|59 88|DNA polymerase alpha promoter
P08632779A0351|4 15|XPG regions
P08632779A0351|93 94|C
P08632779A0351|157 165|beta-gal
P08634290A0000|97 100|end
P08634423A0498|63 72|lacZ gene
P08634697A1155|98 100|in
P08636124A0410|56 63|p150TSP
P08636124A0410|69 111|TPR-containing, SH2-binding phosphoprotein
P08636149A0220|134 136|in
P08636149A0220|149 156|insulin
P08636428A1363|71 77|smooth
P08637717A0817|54 57|p21
P08637717A0817|115 118|p21
P08637717A0817|136 149|cyclin E/Cdk2
P08637717A1231|2 13|p21 peptide
P08637717A1231|61 65|PCNA
P08637717A1231|66 68|in
P08637717A1231|69 70|a
P08637717A1231|120 140|recombinant p21-PCNA
P08639310A0548|142 144|CT
P08639310A0548|149 152|MCP
P08639310A0548|178 179|h
P08639742T0000|80 106|wheat zinc finger proteins
P08640866A0473|60 63|PHA
P08640866A0473|73 79|linked
P08640866A0473|80 110|anti-CD3 monoclonal antibodies
P08640866A0473|138 140|in
P08640866A0473|141 145|MAPK
P08640866A0473|150 153|MEK
P08642285A1548|0 18|DNA-STAT complexes
P08642313A0770|65 72|kappa B
P08642313A0770|99 101|in
P08642313A0770|133 135|in
P08642313A0770|136 137|a
P08642313A0770|191 196|Bcl-3
P08642313T0000|0 79|T cell leukemia-associated human Notch/translocation-associated Notch homologue
P08643111A0855|4 24|humanized LL2 (hLL2)
P08643111A0855|46 61|variable region
P08643111A0855|138 157|chimeric LL2 (cLL2)
P08643382A0752|39 41|in
P08643382A0752|64 67|a 3
P08643382A0752|74 75|A
P08643382A0752|77 81|tail
P08643382A0752|88 90|in
P08643513A0361|21 78|rOC promoter-chloramphenicol acetyltransferase constructs
P08643557A0259|33 45|HOX proteins
P08643557A0259|65 69|sets
P08643557A0259|86 88|in
P08643633A1187|46 57|N1(deltaEC)
P08643633A1187|62 66|CBF1
P08643646A0479|27 28|a
P08643646A0479|81 83|ST
P08643646A0479|151 153|in
P08643646A0479|175 177|kb
P08643646A0479|219 221|ST
P08643682A0268|59 87|CBFbeta-SMMHC fusion protein
P08645214A1052|45 46|a
P08645214A1052|82 106|catalase-peroxidase gene
P08645219A1377|28 30|in
P08645219A1377|31 40|S100 beta
P08645219A1377|77 82|MRP14
P08645219A1377|167 169|Ca
P08647086T0000|0 32|Cyclin-dependent kinase-2 (Cdk2)
P08647086T0000|64 73|cyclin D1
P08647086T0000|101 110|cyclin D1
P08647086T0000|136 140|Cdk7
P08647086T0000|141 147|cyclin
P08648665A1320|0 6|ORF E8
P08648665A1320|21 27|ORF E6
P08649372A0501|0 17|Clb2/Cdc28 kinase
P08649372A0501|56 74|MCB-binding factor
P08649372A0501|100 102|in
P08649372A0501|103 105|G2
P08649372A0501|110 111|M
P08649372A0755|64 68|Swi6
P08649372A0755|98 102|Swi6
P08649372A0755|136 140|Mbp1
P08649389A0000|30 45|human CTCF cDNA
P08649389A0000|99 125|11-zinc-finger factor CTCF
P08649389A0692|27 56|P2-proximal CTCF binding site
P08649393A0000|2 47|chromosome transmission fidelity (ctf) mutant
P08649393A0000|49 50|s
P08649393A0000|204 206|in
P08649403A0963|23 46|reg1 reg2 double mutant
P08649403A0963|99 126|SNF1-encoded protein kinase
P08649425A0373|68 75|DNase I
P08649425A0373|97 99|in
P08649427A0689|57 58|a
P08649427A0689|77 136|GTPase-activating protein (GAP) family of GTPase regulators
P08649773A1374|36 37|a
P08649773A1374|121 123|in
P08649841A0956|117 118|a
P08649841A0956|119 136|CAT reporter gene
P08649841A0956|146 148|in
P08649841A0956|170 181|CAT protein
P08649841A0956|201 202|a
P08649841A0956|212 214|in
P08649841A0956|215 223|CAT mRNA
P08650818A0000|130 131|a
P08650818A0000|153 155|in
P08650818A0000|178 179|a
P08650818A0000|242 243|a
P08650818A0000|253 255|in
P08650818A0000|274 278|area
P08654200A0274|111 113|in
P08654375A0544|35 36|a
P08654375A0544|85 87|in
P08654375A0544|92 93|N
P08654375A0544|149 171|DNA binding POU domain
P08654390A0000|0 16|Heme oxygenase 1
P08654946A0986|107 108|a
P08654972A0000|42 44|Sp
P08654983A0000|17 97|signal recognition particle (SRP)-SRP receptor (Srb) system in Bacillus subtilis
P08657157A0000|41 69|POU domain DNA-binding motif
P08657157A0000|135 145|POU domain
P08659545A0000|150 158|trapping
P08660892A1044|63 76|wild-type SRF
P08660892A1044|143 159|myogenic factors
P08660892A1044|169 173|MyoD
P08660892A1044|178 181|Mef
P08660998A0851|61 65|GATA
P08660998A0851|71 84|AP-2 elements
P08660998A0851|112 117|mMIWC
P08661101A0396|52 61|a protein
P08661101A0396|83 91|rat CRP1
P08661104A0687|55 57|in
P08661116A0963|82 89|D3 mRNA
P08662499A0484|54 57|end
P08662617A2051|46 47|a
P08662617A2051|68 86|HP-binding protein
P08662852A1297|34 60|GRK5 phosphoacceptor sites
P08662852A1297|101 108|beta2AR
P08662852A1297|134 138|GRK1
P08662852A1297|167 176|rhodopsin
P08663127A0697|61 65|NKCC
P08663127A0697|103 104|a
P08663127A0697|145 146|N
P08663127A0697|147 153|linked
P08663127A0697|191 192|N
P08663127A0697|198 199|C
P08663141T0000|2 5|cis
P08663141T0000|6 12|acting
P08663141T0000|96 98|in
P08663141T0000|132 134|in
P08663141T0000|135 161|human angiotensinogen gene
P08663172A0311|61 62|a
P08663310A0157|34 35|a
P08663310A0157|40 49|regulator
P08663310A0157|64 65|a
P08663310A0157|106 134|immediate-early genes (IEGs)
P08663310A0157|178 180|in
P08663310A0157|181 191|regulating
P08663392A0215|34 49|human DSG3 gene
P08663392A0215|67 93|transcriptional regulation
P08666102A0820|75 77|O2
P08666383A1252|150 151|a
P08666913A0000|9 10|a
P08666913A0000|11 48|family type II transmembrane proteins
P08668124A0744|4 14|Dox-A2 ORF
P08668124A0744|29 42|TDH3 promoter
P08668124A0744|73 74|a
P08668124A0744|94 98|sun2
P08668158A1252|26 43|mutant RPM1 genes
P08668158A1252|60 75|precursor Rpm1r
P08668203A1230|33 35|in
P08668203A1230|89 91|in
P08668203A1230|127 131|SF-1
P08668203A1230|132 134|in
P08668210A0000|72 114|Raf-1/MEK/mitogen-activated protein kinase
P08670910A0156|0 16|DNA polymerase E
P08670910A0156|18 32|DNA ligase III
P08670910A0156|37 38|a
P08670910A0156|62 74|endonuclease
P08673026T0000|54 65|replication
P08675763A0788|45 46|d
P08675763A0788|116 117|g
P08675821A0657|60 61|a
P08676456A0879|2 29|chimeric VP16-Tat construct
P08676456A0879|134 156|VP16 activation domain
P08676858A1084|38 60|T2/S-RNase superfamily
P08676858A1084|61 63|in
P08680702A0548|160 162|in
P08680702A0548|237 238|p
P08680702A0548|272 273|p
P08680702A0548|381 382|p
P08680702A0548|416 417|p
P08682317A0900|52 84|HS transcription factor-1(HSF-1)
P08682317A0900|93 95|in
P08682317A0900|136 138|HS
P08682868A0738|13 28|DSK2-1 mutation
P08682868A0738|36 37|a
P08682868A0738|56 58|in
P08682868A0738|63 90|Dsk2p ubiquitin-like domain
P08686381A0527|45 49|orfR
P08686381A0527|87 142|Schizosaccharomyces pombe polyadenylate binding protein
P08686381A0527|217 254|transcription regulatory protein Swi3
P08688190A0000|48 49|D
P08688190A0000|79 83|beta
P08688190A0000|84 85|D
P08688190A0000|101 105|beta
P08688190A0000|106 107|D
P08688556A0242|92 95|can
P08688556A0242|121 141|clathrin heavy chain
P08688556A0242|159 171|Chc - scd1-i
P08691106A0733|36 44|nuclease
P08691106A0733|61 121|lactotroph- as well as somatotroph-like cell nuclear protein
P08692892A0330|137 139|in
P08692892A0330|172 184|alpha-factor
P08692924A0328|57 74|recombinant BCL-6
P08692924A0328|103 108|BCL-6
P08692924A0328|120 122|in
P08692924A0328|145 147|in
P08700531A1420|70 72|in
P08700531A1420|188 197|cph locus
P08700531A1420|246 258|cph oncogene
P08700531A1420|265 266|a
P08700531A1420|272 274|in
P08702644A0499|42 55|apoB (apoB17)
P08702644A0499|69 70|a
P08702644A0499|114 145|decay-accelerating factor (DAF)
P08702728A1325|47 63|Y317F mutant Shc
P08702826A0870|39 61|GSTP1 silencer element
P08702826A0870|92 93|a
P08702826A0870|116 118|in
P08704124A0420|53 54|a
P08704124A0420|55 78|2022 bp cDNA (VrCDPK-1)
P08706662A1125|63 65|in
P08706662A1125|140 186|killer-cell-specific trans-acting factor NF-P2
P08706731A1303|110 122|ribonuclease
P08706731A1303|194 214|ginseng ribonuclease
P08706731A1303|244 256|ribonuclease
P08706731A1303|270 284|PR-10 proteins
P08707516A0194|74 76|in
P08707840A0753|52 55|p58
P08707840A0753|56 59|p45
P08707840A0753|130 133|p62
P08707846A2308|96 110|ubiquitination
P08707846A2308|137 151|ubiquitination
P08707846A2308|165 167|in
P08707846A2308|208 225|a-factor receptor
P08707846A2308|237 239|in
P08707922A0334|38 85|rat II beta-, III beta, and O beta-globin genes
P08708984T0000|73 76|rat
P08709224T0000|0 44|Epstein-Barr virus nuclear protein 2 (EBNA2)
P08709224T0000|54 55|a
P08709224T0000|73 106|human SNF-SWI complex, hSNF5/Ini1
P08709251A0000|160 219|DNA helicase gene of Bombyx mori nuclear polyhedrosis virus
P08709251A0000|230 232|eh
P08709637A1471|35 53|IL-7R alpha chains
P08709637A1471|76 78|in
P08709637A1471|97 101|JAKs
P08709637A1471|106 111|STATs
P08709637A1471|121 122|a
P08709637A1471|134 136|in
P08709637A1471|161 163|in
P08710377A0577|38 49|SH3 domains
P08710377A0577|53 57|Grb2
P08710377A0577|64 65|a
P08710377A0577|115 117|in
P08710377A0577|140 143|Shc
P08710377A0577|149 152|BCR
P08717391A0466|40 41|a
P08717391A0466|98 99|N
P08717391A0466|120 121|C
P08717391A0466|229 234|HBcAg
P08719155A0105|147 148|a
P08719155A0105|204 251|thrombospondin-related anonymous protein (TRAP)
P08719155A0105|260 261|a
P08719155A0105|286 315|circumsporozoite (CS) protein
P08719156A0953|94 95|a
P08719697A0221|62 64|in
P08719697A0221|106 108|in
P08719697A0221|126 129|KCS
P08720407A1386|111 130|interleukin-1 alpha
P08721526A0000|72 78|furred
P08721526A0000|79 82|pet
P08721989A1012|149 155|beta c
P08721989A1012|160 170|IL-2R beta
P08721999A0432|79 89|snoRNA U14
P08722011A0103|30 43|GTPase domain
P08722011A0103|44 46|in
P08722011A0103|51 64|large subunit
P08722011A0103|107 211|protein L11-like eukaryotic counterpart (Saccharomyces cerevisiae protein L15 and mammalian protein L12)
P08722568A1001|131 147|H3 histone genes
P08723352A0084|43 79|G1-specific cyclin-dependent kinases
P08723352A0084|124 161|retinoblastoma tumour suppressor gene
P08723352A0084|163 166|pRb
P08726024A0244|45 47|in
P08728040T0000|70 80|Jun kinase
P08728040T0000|85 102|Janus kinase-Stat
P08728040T0000|115 127|oncostatin M
P08728040T0000|132 162|basic fibroblast growth factor
P08731222A0000|169 173|area
P08731222A0000|186 188|in
P08731222A0000|193 196|rat
P08731222A0000|225 267|Phaseolus vulgaris leucoagglutinin (PHA-L)
P08731222A0000|302 304|C7
P08733874A0000|202 204|TG
P08733881A0343|135 138|TSH
P08734538A0613|3 4|a
P08734538A0613|33 35|AM
P08734538A0613|142 144|AM
P08740416A0239|23 28|Seb1p
P08749393A0783|4 17|PI3K_68D cDNA
P08749393A0783|26 35|a protein
P08749393A0783|81 83|in
P08749393A0783|84 91|linking
P08749393A0783|92 109|p110 PI 3-kinases
P08749393A0783|113 133|p85 adaptor proteins
P08749393A0783|209 220|SH3 domains
P08749393A0783|226 227|a
P08749393A0783|245 254|C2 domain
P08750173A0000|150 151|D
P08750173A0000|166 168|in
P08750173A0000|169 173|rats
P08750190A0000|160 189|CD44 variant (CD44v) isoforms
P08751635A0135|78 81|CA1
P08754802T0000|51 52|a
P08754802T0000|95 97|in
P08754802T0000|142 144|in
P08754834A1097|158 160|in
P08754840A0793|58 63|Rho1p
P08754840A0793|91 93|in
P08754840A0793|98 114|deltabem4 mutant
P08754852A0960|107 109|in
P08754852A0960|154 155|a
P08754852A0960|185 188|mer
P08756332A0000|15 58|Ras subfamily of small GTP-binding proteins
P08756332A0000|183 240|Ral-specific guanine nucleotide exchange factor (Ral-GEF)
P08756433A0282|157 167|MAP1B gene
P08756609A0498|169 172|now
P08756642A0230|61 63|in
P08760872A0696|39 42|E2F
P08760872A0696|73 79|acting
P08760872A0696|100 102|in
P08761169T0000|32 33|a
P08763207A0402|74 75|V
P08763207A0402|178 181|CPE
P08766049A0000|84 86|in
P08766049A0000|105 106|a
P08766049A0000|144 145|a
P08768374A0765|4 8|P-wr
P08768374A0765|13 32|P-rr cDNA sequences
P08768374A0765|50 52|in
P08768377A1387|39 40|a
P08768377A1387|78 96|phytochrome C gene
P08770021T0000|30 31|a
P08770021T0000|32 56|tyrosine kinase oncogene
P08770021T0000|58 65|Tpr-Met
P08770021T0000|79 82|Ras
P08770896A1121|35 41|IGF-II
P08770896A1121|42 44|in
P08770896A1121|76 78|in
P08771781A0103|71 78|oleosin
P08771781A0103|83 84|a
P08771781A0103|112 117|ORFII
P08771781A0103|119 121|in
P08771781A0103|145 146|a
P08771781A0103|196 201|ORFII
P08771781A0103|203 234|cDNA clones homologous to ORFII
P08771781A1103|4 22|ORFII gene product
P08771781A1103|121 125|PMSR
P08771781A1103|135 137|in
P08776901A0000|0 40|Chloroplast mutator (chm) of Arabidopsis
P08778265A0422|128 129|a
P08778265A0422|166 167|a
P08781144A1520|89 91|in
P08783180A0000|130 132|in
P08783180A0000|166 173|setting
P08784787A0383|14 31|thrombin receptor
P08784787A0383|33 37|PAR2
P08784787A0383|38 41|can
P08787110A0981|48 50|in
P08787110A0981|167 168|a
P08792217A1407|37 59|testicular TIMP-2 mRNA
P08792217A1407|240 251|TIMP-2 mRNA
P08794254A2957|7 10|SPK
P08794254A2957|29 35|anti-T
P08794326A0405|28 50|Tas-responsive element
P08794326A0405|63 71|TRE (GP)
P08794326A0405|85 88|end
P08794326A0405|96 104|gag gene
P08794326A0405|123 140|pol gene of SFV-1
P08794348A1067|60 63|NIa
P08794348A1067|73 75|in
P08794348A1067|150 162|NIa proteins
P08794363A0259|46 49|meq
P08794363A0259|84 103|jun-fos gene family
P08798420A0207|114 131|AP-1 binding site
P08798420A0207|136 139|TRE
P08798420A0207|142 143|a
P08798420A0207|144 163|PRDII/kappaB domain
P08798512A1197|53 55|in
P08798512A1197|66 76|u-PAR gene
P08798635A0870|59 75|recombinant ARF1
P08798635A0870|77 81|ARF3
P08798635A0870|83 87|ARF5
P08798635A0870|93 97|ARF6
P08798762A1279|70 82|Cut proteins
P08798762A1279|99 102|PKC
P08804389A0893|150 159|Ltp4 mRNA
P08804389A0893|208 209|a
P08805338A1061|27 36|OGG1 gene
P08805338A1061|37 39|in
P08805338A1061|55 56|a
P08805338A1061|64 92|OG glycosylase/lyase protein
P08805338A1061|112 116|Ogg2
P08805338A1061|137 141|Ogg1
P08805338A1061|142 144|in
P08805338A1061|168 172|acts
P08806817A0244|135 153|human TR2 receptor
P08806817A0716|69 71|in
P08807245A0843|0 3|A 3
P08807408A0524|59 64|nodal
P08807408A0524|97 98|a
P08807408A0524|146 147|a
P08808120A0774|120 121|L
P08808120A0774|175 186|transferrin
P08808120A0774|203 217|serum ferritin
P08808939A0000|36 67|gnt operon of Bacillus subtilis
P08808939A0000|87 118|catabolite control protein CcpA
P08812106T0000|0 9|PCNA mRNA
P08812106T0000|14 17|a 3
P08812106T0000|72 74|in
P08813900A1088|19 21|nP
P08813900A1088|153 154|P
P08814651A0000|99 102|rat
P08816452A0936|87 97|SR protein
P08816452A0936|114 116|in
P08816452A0936|117 127|regulation
P08816452A0936|152 154|in
P08816452A0936|155 156|a
P08816472T0000|26 27|a
P08816472T0000|38 47|regulator
P08816472T0000|56 58|in
P08816482A0234|32 37|Stat5
P08816482A0234|39 45|Stat5a
P08816482A0234|50 56|Stat5b
P08816483A0869|25 29|SIC1
P08816483A0869|31 35|SWI5
P08816483A0869|41 45|RIC3
P08816498A0000|4 33|serine/threonine kinase Raf-1
P08816504T0000|55 84|phosphatidylinositol 3-kinase
P08816504T0000|88 97|regulated
P08816504T0000|121 151|SH2-domain-containing proteins
P08816504T0000|168 171|Ras
P08816759A0000|4 39|retinoid Z receptor beta (RZR beta)
P08816759A0000|64 65|a
P08816759A0000|80 169|retinoic acid receptor (RAR)/thyroid hormone receptor (TR) subfamily of nuclear receptors
P08817323A0714|70 83|DXS6673E gene
P08817323A0714|111 115|tags
P08817323A0714|142 145|end
P08817323A0714|153 166|DXS6673E gene
P08817323A0714|171 172|a
P08820642A0173|20 29|hrpZ gene
P08820642A0173|41 43|in
P08820642A0173|72 104|Hrp secretion pathway components
P08820642A0173|146 155|hrp genes
P08820642A0173|282 284|in
P08820648A0123|69 89|nrdAB-encoded enzyme
P08820648A0123|145 168|nrdAB-defective mutants
P08820648A0123|200 202|in
P08823260A1161|101 103|in
P08824805A0832|89 100|p55 protein
P08825554A0000|0 21|Tristetraprolin (TTP)
P08825554A0000|42 43|a
P08825556A0522|72 73|a
P08825556A0522|86 89|CRE
P08825556A0522|133 137|CREB
P08825556A0522|141 142|a
P08825636T0000|110 142|transcription factors NF-kappa B
P08825636T0000|147 162|I kappa B-gamma
P08825636T0000|181 191|NF-kappa B
P08828152A1825|53 57|RPO1
P08828152A1825|106 139|eukaryotic polymerases II and III
P08831364A1252|75 77|in
P08831364A1252|92 97|nodal
P08831364A1252|139 142|can
P08831364A1252|195 200|nodal
P08833153A0628|13 14|a
P08833153A0628|33 53|hCHLR gene sequences
P08833153A0628|94 95|a
P08833153A0628|256 257|a
P08833653A0304|22 55|LIM domain homeobox protein isl-1
P08833653A0783|33 40|insulin
P08833653A0783|45 74|amylin gene promoter elements
P08833653A0783|75 77|in
P08833653A0783|128 130|in
P08833653A0783|198 199|a
P08835969A0000|114 116|EP
P08835969A0000|166 168|in
P08835969A0000|218 273|beta subunit of human chorionic gonadotropin (beta-hCG)
P08836032T0000|23 62|AcMNPV homologous region sequence (hr1)
P08836172A1382|66 67|a
P08836172A1382|86 97|RVR delta E
P08836172A1382|107 109|in
P08836172A1382|130 142|p21Cip1/Waf1
P08836172A1382|147 161|myogenin mRNAs
P08837503A0392|75 77|in
P08837503A0392|130 131|a
P08837503A0392|205 220|dicot extensins
P08838144A0107|62 65|PRL
P08838144A0107|119 121|S1
P08838144A0107|129 131|S2
P08838148A1218|47 65|mouse TRH receptor
P08838314A0129|59 63|V1aR
P08838314A0129|68 71|now
P08838314A0129|183 198|human V1aR gene
P08838585A0968|86 93|ras-p21
P08839832A0729|26 41|protein retains
P08839832A1220|36 49|CD30v protein
P08840501A0345|38 56|actin-related gene
P08840501A0345|57 59|in
P08840501A0345|95 99|ACT4
P08840506A0544|89 91|in
P08840506A0544|92 97|G2850
P08840997A0765|180 183|end
P08843411A0801|134 135|a
P08843411A0801|143 145|in
P08843419A1290|36 41|OCFRE
P08843419A1290|127 138|phosphatase
P08843419A1290|139 148|regulated
P08845378A0368|76 92|human MZF-1 gene
P08846775A0110|18 22|Swi4
P08846775A0110|27 31|Swi6
P08846775A0110|60 63|can
P08846775A0110|105 129|G1 cyclin encoding genes
P08846775A0110|131 135|CLN1
P08846775A0110|139 143|CLN2
P08848052A0733|131 135|Gle1
P08849778A0598|26 50|repA (initiator protein)
P08849778A0598|71 91|tap (leader peptide)
P08851434A0383|75 77|in
P08853303A0431|91 93|IV
P08853303A0431|212 214|C1
P08853303A0431|232 234|T1
P08853303A0431|237 242|alpha
P08853303A0431|254 256|T1
P08853303A0431|259 263|beta
P08853893A0158|43 56|E2F complexes
P08853893A0158|65 67|in
P08854844A0637|60 61|h
P08854844A0637|115 117|AC
P08855804A1528|35 36|a
P08855804A1528|54 56|in
P08856077T0000|30 63|tryptophanyl-tRNA synthetase mRNA
P08856077T0000|69 79|interferon
P08858211A0694|31 33|in
P08858211A0694|38 40|L1
P08858211A0694|68 72|able
P08858211A0694|110 115|alpha
P08858211A0694|133 136|GST
P08858211A0694|148 153|alpha
P08858211A0694|158 161|GDP
P08861955A0927|21 36|RCC1-like motif
P08861955A0927|117 121|ARF1
P08861955A0927|152 164|Rab proteins
P08861955A0927|183 209|small GTP binding proteins
P08861963A0375b|56 61|alpha
P08861963A0375b|135 143|cAMP-CRP
P08861963A0375b|152 169|rrnBP1 UP element
P08861963T0000|48 76|RNA polymerase alpha subunit
P08861963T0000|89 91|in
P08862522A0690|37 52|cdc28-P8 mutant
P08863824A0509|58 59|a
P08863824A0509|75 77|in
P08868473A1287|33 34|a
P08868473A1287|108 110|in
P08868473A1287|136 137|a
P08868954A0648|142 171|angiotensin converting enzyme
P08869763A0378|77 80|can
P08869763A0378|109 111|in
P08869763A0378|147 171|opioid receptor subtypes
P08869763A0378|172 174|in
P08870266A0651|98 102|NodO
P08871635A0000|0 29|B cell antigen receptor (BCR)
P08871635A0000|48 50|in
P08871635A0000|85 88|can
P08871635A0000|114 118|CD40
P08872162A0884|67 76|CD4+/CD8+
P08873063A0875|44 45|a
P08873063A0875|60 62|in
P08873063A0875|63 70|USF RNA
P08873063A0875|138 146|LpS1 RNA
P08874399A0277|126 128|Ca
P08874399A0277|137 139|in
P08874399A0277|147 148|A
P08876167A0717|4 28|HiNF-D (CDP/cut) complex
P08876167A0717|38 49|H4 promoter
P08876167A0717|92 99|CDP/cut
P08876167A0717|104 107|pRB
P08876167A0717|116 120|p107
P08876167A0717|134 149|CDP/cut complex
P08876167A0717|155 156|a
P08876167A0717|157 188|nonhistone promoter (gp91-phox)
P08876167A0717|206 209|CDP
P08876167A0717|214 229|p107 antibodies
P08876701A0177|30 42|UmuC-homolog
P08876701A0177|44 48|DinB
P08876701A0177|75 77|in
P08877818A0184|69 134|TRH progenitor sequence (Lys/Arg-Arg-Gln-His-Pro-Gly-Lys/Arg-Arg)
P08878045A0606|10 23|N-Nus complex
P08878045A0606|77 82|alpha
P08878045A0606|94 108|RNA polymerase
P08878045A0606|116 117|a
P08878573A1370|90 92|in
P08878573A1370|93 94|a
P08879237A0744|136 137|R
P08879237A0744|141 142|A
P08879237A0744|146 147|G
P08880405A1170|95 97|in
P08881036A0351|22 24|VL
P08882710A0000|0 43|Interferon stimulated gene factor 3 (ISGF3)
P08882710A0000|47 48|a
P08882710A0000|116 155|interferon-alpha and beta (type I IFNs)
P08886845A1274|33 50|myogenin promoter
P08886845A1274|90 92|Me
P08886845A1274|93 95|in
P08886845A1274|141 143|in
P08886845A1274|191 193|Me
P08886845A1274|217 219|in
P08887643A1167|69 73|TC21
P08887643A1167|79 93|activated TC21
P08887652A0341|79 112|con-10 promoter-regulatory region
P08887652A0341|152 177|con-10 open reading frame
P08887652A0341|184 186|in
P08887652A0341|202 273|bacterial hygromycin B phosphotransferase structural gene (con10'-'hph)
P08887674A0630|18 44|DMP1 recognition sequences
P08887674A0630|56 57|a
P08887674A0630|76 80|core
P08887674A0630|81 84|can
P08887674A0630|102 125|Ets-responsive elements
P08887674A0920|8 16|settings
P08887674A0920|21 24|can
P08887674A0920|46 72|cyclin D-dependent kinases
P08887674A0920|135 144|regulated
P08887678A0000|66 80|GAL10 promoter
P08887678A0000|81 83|in
P08887678A0000|118 120|in
P08891337A0614|159 202|cAMP response element (CRE)-binding protein
P08891341A0724|95 113|5' mdr1b sequences
P08891474A0667|55 57|in
P08891474A0667|121 123|in
P08891474A0667|161 162|a
P08892755A0186|13 22|carp JAK1
P08892755A0186|57 71|mammalian JAK1
P08892755A0186|84 101|kinase-like (JH2)
P08892755A0186|106 126|kinase (JH1) domains
P08892755A0981|50 103|chloramphenicol acetyltransferase (CAT) reporter gene
P08892859A0563|43 45|T-
P08892859A0563|71 73|T9
P08892859A0563|101 102|a
P08892859A0563|103 126|truncated C-MYB protein
P08893822A0560|25 42|3.1-kb PWP2H cDNA
P08894826A0228|244 246|in
P08896272A0000|67 69|IV
P08896280A0860|60 69|IME2 mRNA
P08898336A0268|95 96|a
P08898893A0202|4 14|PAI-2 gene
P08898893A0202|34 54|TNF-responsive genes
P08898893A0202|155 166|phosphatase
P08898893A0202|192 194|in
P08898893A0202|200 207|HT-1080
P08898893A0202|225 226|U
P08900190A0430|44 113|immediate early gene products MAP kinase phosphatase-1 (MKP-1), c-Fos
P08900190A0430|118 123|c-Jun
P08901135A1132|4 16|NIT2 protein
P08901135A1132|30 32|in
P08901135A1132|66 68|in
P08901135A1132|200 204|NIT2
P08901135A1132|212 221|regulated
P08902214A1486|117 129|Stat factors
P08902641A0930|77 81|apex
P08902641A0930|125 126|n
P08902641A0930|148 149|n
P08910292T0000|68 123|c-Jun N-terminal kinase/stress-activated protein kinase
P08910373A0315|39 47|mouse Y1
P08910373A0315|49 61|mouse Y4/PP1
P08910373A0315|66 84|human Y2 receptors
P08910567A2269|47 77|rat liver glucokinase promoter
P08913186A0431|84 85|a
P08914388A1645|150 152|AM
P08914388A1645|223 225|in
P08915508A0000|121 159|Tat (trans-activator of transcription)
P08915508A0000|200 209|ribozymes
P08915508A0000|265 284|group antigen (Gag)
P08915508A0000|286 300|protease (Pro)
P08915508A0000|302 328|reverse transcriptase (RT)
P08915508A0000|330 333|tat
P08915508A0000|339 368|envelope (Env) coding regions
